"ParokiID","KeuskupanID","NoParoki","NamaParoki","NamaGereja","AlamatParoki","KotaParoki","TeleponParoki","FaxParoki","WebsiteParoki","EmailParoki","PastorParoki","WilayahKeuskupan"
"029.030","029",30,"Magelang / Mertoyudan","St. Yusuf Pekerja","Jl K.H. Irsyad No.24, Pandansari, Sumber Rejo, Mertoyudan, Magelang 56172,","Magelang","0293-326635","","","","-",""
"029.031","029",31,"Magelang / Borobudur","St. Petrus","Jl Balaputra Dewa, Borobudur, Magelang 56553,","Magelang","0293-789351","","","","-",""
"029.032","029",32,"Sleman / Minomartani","St. Petrus & Paulus","Jl Bandeng II No.23, Perum Minomartani, Yogyakarta 55581","Sleman, DIY","0274-881580","","","","-",""
"029.033","029",33,"Sleman / Mlati","St. Aloysius Gonzaga","Jl Magelang Km 7,8 Mlati, Sendangadi, Sleman, Yogyakarta 55285","Sleman, DIY","","","","gerejamelatijogja@yahoo.com","-",""
"029.034","029",34,"Muntilan / Santo Antonius","St. Antonius","Jl Kartini No.3, Muntilan 56411,","Muntilan","0293-587046","","","","-",""
"029.035","029",35,"Muntilan / Ngawen","Emmanuel","Pastoran Katolik Emmanuel, Ngawen, Muntilan Selatan,","Muntilan","","","","","-",""
"029.036","029",36,"Muntilan / Sumber","St. Maria Lourdes","Pastoran Katolik Sumber, Dukun Muntilan 56482,","Muntilan","0888-2740300","","","","-",""
"029.037","029",37,"Muntilan / Tumpang","St. Kristoforus","Pastoran Katolik Banyutemumpang, Krogowanan, Sawangan, Magelang 56481,","Muntilan","0888-2752002","","","","-",""
"029.038","029",38,"Kulon Progo / Nanggulan","St. Maria Tak Bercela","Karang, Jatisarono, Nanggulan, Kulon Progo,  Yogyakarta 55671,","Kulon Progo, DIY","0274-522706","","","","-",""
"029.039","029",39,"Sleman / Pakem","St. Maria Assumpta","Jl Kaliurang Km 17, Pos Pakem, Sleman, Yogyakarta 55582,","Sleman, DIY","","","","pasem_1@telkom.net","-",""
"029.040","029",40,"Pati","St. Jususf","Jl Kamandawa No.3, Pati 59114,","Pati","0295-381772","0295-385530","","","-",""
"029.041","029",41,"Pati / Juwana","St. Maria La Sallete","Jl K.H.A. Dahlan No.39, Juwana 59185,","Juwana","0295-471771","","","","-",""
"029.042","029",42,"Sleman / Pringwulung","St. Yohanes Rasul","Jl Panuluh 377-A, Pringwulung, Condongcatur, Depok, Sleman, Yogyakarta 55283,","Sleman, DIY","0274-520235","","","","-",""
"029.043","029",43,"Kulon Progo / Promasan","St. Maria Lourdes","Pastoran Katolik Promasan, Pos Kalibawang, Yogyakarta 55672,","Kulon Progo, DIY","0274-7498896","","","","-",""
"029.044","029",44,"Purwodadi","Hati Yesus Maha Kudus","Jl Jend.Sudirman NJo.8, Purwodadi 58111, Grobongan,","Purwodadi","0292-421130","0292-423583","","","-",""
"029.045","029",45,"Surakarta / Dirjopuran","San Inigo","Jl A.M. Sangaji No.27, Gajahan, Surakarta 57115,","Surakarta","0271-656261,  652262","","","","-",""
"029.046","029",46,"Surakarta / Kleco","St. Paulus","Jl Belimbing No.18, RT 02 RW 14, Kerten, Surakarta 57143,","Surakarta","0271-716422","0271-716422","","","-",""
"029.047","029",47,"Karanganyar/Palur","St. Maria Diangkat Ke Surga","Jl Cempaka No.1, Perimnas Palur, Karanganyar 57772,","Palur, Surakarta","0271-826070","","","","-",""
"029.048","029",48,"Surakarta / Purbayan","St. Antonius","Jl Arifin No.1, Surakarta 57111,","Surakarta","0271-656636","0271-636324","","","-",""
